,open,close,high,low,volume,money
2008-07-08,2900.57,2901.84,2939.14,2841.07,5424807800.0,67887147510.0
2008-07-09,2927.0,3015.13,3015.27,2927.0,6935696800.0,85846257404.0
2008-07-10,2970.98,2973.73,3056.91,2950.2,6164955400.0,77643542657.0
2008-07-11,2962.86,2953.5,2988.2,2913.87,4428710100.0,55085357605.0
2008-07-14,2927.24,2975.87,2996.59,2917.02,3457504300.0,43920558758.0
2008-07-15,2987.06,2852.98,2997.67,2849.2,4729275900.0,57118257308.0
2008-07-16,2818.76,2745.6,2824.88,2702.66,3940311500.0,45361333542.0
2008-07-17,2790.26,2718.07,2812.99,2705.81,3268733500.0,38054364882.0
2008-07-18,2746.54,2815.46,2818.06,2690.07,4020340200.0,47213298888.0
2008-07-21,2792.83,2911.05,2915.29,2780.28,4511957700.0,54938055539.0
2008-07-22,2905.28,2904.74,2931.45,2890.25,3881497600.0,47781613233.0
2008-07-23,2923.05,2883.32,2941.97,2879.18,3882123300.0,46949545125.0
2008-07-24,2905.04,2977.36,2979.75,2902.98,4853866500.0,60255656982.0
2008-07-25,2939.32,2939.2,2967.72,2916.68,4057108100.0,47706187738.0
2008-07-28,2959.11,2960.85,2997.6,2946.49,3930864000.0,47089423706.0
2008-07-29,2921.25,2905.63,2921.25,2881.05,3603627500.0,42192023708.0
2008-07-30,2940.02,2884.38,2949.94,2866.03,2981080000.0,34223911942.0
2008-07-31,2894.25,2805.21,2899.07,2804.7,2794096600.0,31179208420.0
2008-08-01,2786.12,2840.79,2868.68,2748.76,3403149100.0,39748408655.0
2008-08-04,2816.94,2773.15,2832.89,2767.53,2278232400.0,27440272999.0
2008-08-05,2780.76,2703.08,2792.74,2695.37,3046923500.0,34770819668.0
2008-08-06,2723.52,2721.69,2749.1,2679.66,2740402200.0,31744599201.0
2008-08-07,2717.66,2720.44,2747.88,2683.41,2337043900.0,26661008775.0
2008-08-08,2719.38,2591.46,2719.38,2581.81,3089458100.0,33617694686.0
2008-08-11,2579.8,2456.81,2580.72,2442.79,3212020600.0,32454532457.0
2008-08-12,2431.38,2444.16,2474.32,2413.6,2419194400.0,24459629832.0
2008-08-13,2427.49,2444.67,2466.09,2369.58,2755171100.0,27480615871.0
2008-08-14,2429.98,2443.51,2461.24,2410.49,2015723600.0,21156177499.0
2008-08-15,2440.39,2447.61,2479.15,2412.95,2042226100.0,21296936036.0
2008-08-18,2451.31,2313.4,2452.63,2312.95,2362310600.0,22662870912.0
2008-08-19,2285.51,2348.47,2356.19,2273.89,1947710600.0,18407578069.0
2008-08-20,2332.39,2532.94,2533.3,2312.18,4504341500.0,44564422655.0
2008-08-21,2494.26,2443.98,2535.86,2438.86,3751804000.0,39651327296.0
2008-08-22,2421.25,2404.93,2437.43,2362.63,2629824100.0,26183849138.0
2008-08-25,2408.03,2400.55,2439.91,2373.76,1864319000.0,18965202140.0
2008-08-26,2370.53,2331.53,2390.66,2306.94,2374193700.0,22262896076.0
2008-08-27,2322.54,2325.29,2367.72,2291.35,2386258400.0,23579970667.0
2008-08-28,2325.26,2335.86,2363.56,2316.68,2040029100.0,21711091860.0
2008-08-29,2347.4,2391.64,2418.05,2339.52,2887784500.0,29000899630.0
2008-09-01,2372.64,2309.17,2372.64,2297.02,2115280300.0,21384882095.0
2008-09-02,2292.69,2285.41,2309.21,2268.0,1844049800.0,18645029580.0
2008-09-03,2279.6,2245.96,2296.03,2219.56,2374947400.0,24066625119.0
2008-09-04,2238.64,2251.15,2270.41,2216.11,1898478000.0,18548580309.0
2008-09-05,2193.04,2183.43,2221.09,2172.94,2165448000.0,19709566302.0
2008-09-08,2189.82,2126.52,2198.76,2119.12,2218655400.0,20114131884.0
2008-09-09,2135.22,2139.14,2150.99,2111.4,1762429800.0,15480632761.0
2008-09-10,2124.97,2143.18,2181.25,2099.23,2205784400.0,20307095402.0
2008-09-11,2135.45,2072.13,2141.99,2067.25,2217678100.0,20678010831.0
2008-09-12,2071.06,2077.85,2102.98,2066.44,1919702000.0,17652324498.0
2008-09-16,2050.32,2000.65,2050.32,1987.3,3356326100.0,28769300455.0
2008-09-17,1981.25,1929.13,2003.91,1923.55,3286224200.0,26988614854.0
2008-09-18,1876.96,1895.99,1936.73,1804.77,4782026300.0,36844924114.0
2008-09-19,2065.78,2073.11,2073.11,2046.22,3652540400.0,32104719707.0
2008-09-22,2228.37,2207.61,2258.42,2130.32,10199387300.0,98415575949.0
2008-09-23,2141.6,2123.48,2180.37,2118.92,7836561700.0,69516678145.0
2008-09-24,2072.65,2138.85,2139.22,2050.97,4532818000.0,40183637783.0
2008-09-25,2143.73,2223.53,2256.27,2139.62,7423791200.0,71758274921.0
2008-09-26,2234.46,2243.66,2257.16,2192.13,5942994300.0,59518096758.0
2008-10-06,2206.56,2128.7,2206.56,2128.27,4557526400.0,41827343311.0
2008-10-07,2043.92,2102.45,2136.12,2024.65,4306532500.0,41512000958.0
2008-10-08,2041.99,2022.88,2073.07,2000.52,3687470000.0,34689894735.0
2008-10-09,2059.59,1995.3,2063.3,1993.01,3358231100.0,31760285142.0
2008-10-10,1913.27,1906.96,1938.21,1881.67,3915159300.0,32924106745.0
2008-10-13,1889.75,1985.49,1985.63,1841.53,4353812000.0,37606423760.0
2008-10-14,2054.41,1934.62,2060.49,1934.46,5433194600.0,48975116647.0
2008-10-15,1911.03,1914.36,1930.63,1892.02,3189239800.0,26555892254.0
2008-10-16,1833.48,1820.9,1866.9,1818.93,4052964800.0,32493846831.0
2008-10-17,1837.91,1833.26,1851.33,1805.67,2871542000.0,23017436110.0
2008-10-20,1828.41,1896.73,1899.35,1802.1,3327715200.0,28435447591.0
2008-10-21,1901.24,1881.41,1928.19,1880.52,3890839500.0,33588996418.0
2008-10-22,1854.6,1833.32,1887.31,1832.45,3296857200.0,26562835681.0
2008-10-23,1794.68,1834.78,1836.41,1779.13,3575865400.0,29078802729.0
2008-10-24,1831.46,1781.6,1840.88,1769.11,3298066800.0,27101012205.0
2008-10-27,1746.67,1654.67,1746.67,1652.79,3644184700.0,27867517905.0
2008-10-28,1614.62,1705.82,1716.31,1607.67,4679280400.0,36435875520.0
2008-10-29,1723.23,1658.22,1731.26,1657.65,3886948800.0,31224265101.0
2008-10-30,1669.97,1697.66,1723.93,1646.35,4128429200.0,32165805381.0
2008-10-31,1688.09,1663.66,1696.65,1655.09,2831453400.0,21281902723.0
2008-11-03,1648.56,1653.54,1684.56,1643.42,2538109700.0,19514009916.0
2008-11-04,1646.2,1627.76,1648.45,1606.73,2610016500.0,18984761503.0
2008-11-05,1641.26,1691.42,1714.66,1641.26,4241821000.0,31500415037.0
2008-11-06,1648.13,1649.78,1661.44,1638.34,3078417900.0,21547045143.0
2008-11-07,1618.75,1677.83,1690.11,1612.74,3152159000.0,23620464927.0
2008-11-10,1714.12,1801.66,1803.12,1714.12,6394885900.0,47322292085.0
2008-11-11,1795.3,1781.36,1824.93,1778.33,6607285100.0,49194274324.0
2008-11-12,1758.48,1801.82,1806.23,1754.29,4408796000.0,34453792525.0
2008-11-13,1777.03,1874.08,1891.94,1765.63,8323455200.0,64988756213.0
2008-11-14,1893.31,1943.65,1943.65,1874.93,9116871700.0,73429585039.0
2008-11-17,1934.74,1987.22,1987.22,1919.97,8783662600.0,70919184237.0
2008-11-18,1974.38,1839.82,1994.82,1831.76,9727835300.0,76165748641.0
2008-11-19,1831.6,1953.16,1959.52,1823.27,8211740800.0,64838117216.0
2008-11-20,1916.7,1932.43,1976.95,1900.27,8318703800.0,66919038879.0
2008-11-21,1872.27,1920.73,1968.89,1835.09,8304932900.0,66124274844.0
2008-11-24,1913.99,1837.64,1923.93,1835.86,5056151700.0,39794620401.0
2008-11-25,1870.06,1834.29,1883.1,1801.56,4281459000.0,34629652337.0
2008-11-26,1832.11,1843.49,1865.65,1815.02,4556563500.0,34732301415.0
2008-11-27,1961.89,1870.47,1969.02,1870.05,8800832200.0,71753358088.0
2008-11-28,1851.1,1829.92,1866.26,1815.45,5159066000.0,40648514423.0
2008-12-01,1823.77,1864.2,1864.3,1799.84,4838633300.0,38237160240.0
2008-12-02,1821.54,1868.63,1891.13,1814.9,6135023500.0,48151924129.0
2008-12-03,1884.6,1952.67,1952.67,1884.6,8501914400.0,67393273254.0
2008-12-04,1980.44,1982.93,2046.47,1978.14,11918344100.0,98580218133.0
2008-12-05,1969.74,2013.17,2014.2,1965.09,7436632600.0,59950691704.0
2008-12-08,2040.47,2095.04,2095.47,2033.98,10760713100.0,89176050245.0
2008-12-09,2104.12,2040.85,2107.6,2038.07,9250981400.0,77546690089.0
2008-12-10,2028.51,2096.39,2096.39,2014.28,8327106200.0,70751388012.0
2008-12-11,2087.43,2046.34,2107.29,2043.62,7355623600.0,63777696206.0
2008-12-12,2027.07,1960.38,2038.18,1936.28,6738726600.0,54866552688.0
2008-12-15,1991.55,1975.03,2006.22,1941.05,5045109600.0,40756443942.0
2008-12-16,1956.99,1994.45,1994.96,1919.87,4792487800.0,38552247941.0
2008-12-17,2002.03,2001.42,2030.39,1995.65,5868515000.0,49120177368.0
2008-12-18,2001.05,2045.1,2045.94,1982.43,5842922400.0,48455152683.0
2008-12-19,2037.37,2052.11,2075.38,2033.11,6331122700.0,53410396118.0
2008-12-22,2050.77,2017.55,2055.37,1993.33,5294946400.0,43843460414.0
2008-12-23,2019.23,1918.95,2019.23,1918.43,6359046400.0,50825766644.0
2008-12-24,1893.22,1887.08,1912.78,1872.65,4420183100.0,34210526666.0
2008-12-25,1891.53,1870.77,1902.71,1848.71,3991683400.0,30805996716.0
2008-12-26,1868.34,1862.1,1881.08,1850.5,3456088800.0,28536313731.0
2008-12-29,1852.41,1854.76,1861.3,1816.06,3598687300.0,29329563341.0
2008-12-30,1852.95,1833.43,1867.41,1824.53,3758462700.0,29628506787.0
2008-12-31,1835.11,1817.72,1844.42,1813.73,3563135500.0,27291914244.0
2009-01-05,1848.33,1882.96,1882.96,1837.84,4818702000.0,39217076790.0
2009-01-06,1880.67,1942.8,1948.49,1873.01,7097409700.0,59262170581.0
2009-01-07,1942.67,1931.18,1959.25,1930.87,5970216700.0,50143418262.0
2009-01-08,1894.66,1887.99,1902.8,1873.65,5344649000.0,47210802398.0
2009-01-09,1886.49,1918.37,1923.42,1886.49,4740721600.0,41511211439.0
2009-01-12,1911.74,1920.69,1947.08,1905.62,5423415600.0,46981492708.0
2009-01-13,1892.65,1876.18,1908.2,1874.97,4981813700.0,40201464676.0
2009-01-14,1873.63,1955.24,1955.24,1873.63,5928323100.0,52658994886.0
2009-01-15,1935.39,1954.87,1977.19,1930.3,7894364800.0,67144772684.0
2009-01-16,1965.44,1990.21,2026.65,1965.44,9653863300.0,84717648664.0
2009-01-19,2010.58,2012.46,2052.19,1993.95,8194817700.0,69785530299.0
2009-01-20,2006.53,2025.19,2025.19,1986.06,5325926200.0,45640127686.0
2009-01-21,1993.67,2021.71,2047.11,1988.24,6411742800.0,59914192082.0
2009-01-22,2034.29,2044.55,2048.48,2012.74,5886194700.0,53439127032.0
2009-01-23,2039.52,2032.68,2054.33,2025.19,5750410900.0,49887828217.0
2009-02-02,2052.44,2057.06,2059.34,2029.72,5145390600.0,46126546742.0
2009-02-03,2056.8,2108.91,2108.94,2049.89,8764030200.0,75554097848.0
2009-02-04,2118.56,2166.41,2166.41,2117.02,10088842800.0,87192159423.0
2009-02-05,2164.55,2150.97,2211.18,2135.67,11510012200.0,101712444216.0
2009-02-06,2158.08,2237.28,2240.02,2158.08,10666490400.0,95640063068.0
2009-02-09,2271.59,2296.67,2307.91,2257.49,12952367000.0,119886790885.0
2009-02-10,2288.07,2326.76,2327.1,2263.53,11629454800.0,107891600946.0
2009-02-11,2287.23,2331.14,2381.19,2275.57,14757663700.0,144588094957.0
2009-02-12,2335.4,2318.34,2344.66,2248.48,11982621800.0,116050219818.0
2009-02-13,2321.56,2399.07,2402.44,2307.09,14040991000.0,134471079614.0
2009-02-16,2421.19,2462.24,2462.39,2397.18,15234666900.0,147380378887.0
2009-02-17,2460.57,2385.29,2470.62,2384.79,14101499100.0,137971308088.0
2009-02-18,2331.66,2275.84,2369.05,2272.51,11542206200.0,112455677669.0
2009-02-19,2295.65,2298.41,2324.68,2259.59,9085392800.0,88398854014.0
2009-02-20,2300.81,2344.32,2344.77,2276.3,8663206900.0,85247213566.0
2009-02-23,2333.81,2410.48,2419.53,2307.92,10946540300.0,109379770711.0
2009-02-24,2376.7,2301.85,2411.91,2294.52,12701755500.0,127131165758.0
2009-02-25,2325.04,2304.25,2337.42,2226.44,10787752800.0,108878060725.0
2009-02-26,2295.43,2190.18,2332.35,2167.15,10220038500.0,101795386404.0
2009-02-27,2164.54,2140.49,2186.82,2117.06,8707641500.0,80337456328.0
2009-03-02,2123.37,2164.67,2177.29,2112.34,6274618100.0,60877953675.0
2009-03-03,2109.84,2142.15,2168.22,2100.64,6616731400.0,64109642424.0
2009-03-04,2150.24,2285.15,2290.94,2150.24,11075003300.0,105872088843.0
2009-03-05,2314.08,2304.92,2340.37,2259.8,13198734700.0,128866644423.0
2009-03-06,2260.76,2286.58,2313.2,2255.82,8596545000.0,85495320495.0
2009-03-09,2302.01,2202.53,2333.98,2198.55,8655594800.0,83758904259.0
2009-03-10,2175.31,2240.78,2241.24,2168.32,5666044900.0,55058099404.0
2009-03-11,2288.05,2220.38,2292.4,2212.88,7083867600.0,70589122656.0
2009-03-12,2208.04,2215.7,2220.3,2156.6,5570011100.0,53843902595.0
2009-03-13,2229.25,2205.42,2250.24,2200.97,5408309400.0,54636247867.0
2009-03-16,2197.25,2241.61,2247.11,2180.05,4877385400.0,48128301349.0
2009-03-17,2244.11,2322.4,2329.3,2239.67,9298052800.0,94028682141.0
2009-03-18,2335.42,2332.65,2370.56,2328.86,10187007100.0,103619595621.0
2009-03-19,2337.52,2382.56,2386.23,2331.26,9731876600.0,101348435416.0
2009-03-20,2389.89,2379.84,2397.21,2343.27,10939673800.0,114786506801.0
2009-03-23,2384.67,2439.39,2448.35,2375.52,11631304900.0,127794033635.0
2009-03-24,2477.57,2451.78,2483.83,2440.53,11199352500.0,121593359529.0
2009-03-25,2435.63,2401.33,2472.94,2401.05,9581666000.0,105406227888.0
2009-03-26,2407.76,2479.79,2479.83,2379.95,11324945200.0,118048783001.0
2009-03-27,2501.0,2498.93,2516.38,2481.69,13536854600.0,134140077362.0
2009-03-30,2501.31,2484.49,2508.14,2471.37,9415166500.0,100003474431.0
2009-03-31,2436.78,2507.79,2507.9,2423.57,9546175200.0,106631226372.0
2009-04-01,2519.89,2548.22,2566.54,2519.89,12630762500.0,137117558492.0
2009-04-02,2558.77,2576.4,2599.25,2558.26,13514680600.0,143708978344.0
2009-04-03,2597.92,2570.5,2612.37,2555.61,12365521600.0,131075730846.0
2009-04-07,2570.63,2576.95,2597.06,2543.65,8608325700.0,93919114170.0
2009-04-08,2563.72,2479.35,2573.09,2479.35,9932809400.0,107144419762.0
2009-04-09,2477.42,2517.67,2517.74,2457.42,7459370300.0,82860990025.0
2009-04-10,2540.11,2595.53,2595.6,2530.62,10414440800.0,121859853111.0
2009-04-13,2621.98,2656.52,2668.28,2619.37,13901454100.0,156801973804.0
2009-04-14,2651.2,2676.87,2682.91,2637.38,11049130400.0,126839876808.0
2009-04-15,2662.73,2686.99,2690.64,2627.81,12066529200.0,133586130111.0
2009-04-16,2690.51,2687.11,2706.63,2643.32,12372961300.0,131609724618.0
2009-04-17,2675.67,2650.69,2693.29,2628.63,10152880800.0,116184839128.0
2009-04-20,2643.73,2707.67,2708.45,2640.99,9590369400.0,105081493422.0
2009-04-21,2670.28,2675.44,2697.72,2634.53,10818525200.0,118473952840.0
2009-04-22,2687.86,2576.28,2713.3,2563.36,12404641300.0,131945283442.0
2009-04-23,2555.53,2593.56,2604.16,2543.91,8088794200.0,84795657156.0
2009-04-24,2605.7,2572.89,2609.87,2570.38,7336096900.0,81956596002.0
2009-04-27,2566.92,2513.29,2576.52,2499.44,7203939000.0,75040611359.0
2009-04-28,2490.53,2518.53,2531.54,2485.8,5926498300.0,66247490056.0
2009-04-29,2518.85,2605.37,2615.81,2514.14,8188500600.0,91496802664.0
2009-04-30,2616.49,2622.93,2640.02,2604.45,8580934800.0,96903683541.0
2009-05-04,2635.13,2714.3,2715.19,2632.3,10291656500.0,113351099936.0
2009-05-05,2733.11,2727.01,2751.25,2713.23,10231372200.0,112641886139.0
2009-05-06,2721.82,2764.98,2771.21,2713.54,10580665000.0,118232079901.0
2009-05-07,2783.58,2767.08,2797.47,2731.8,12210116100.0,136965825071.0
2009-05-08,2751.5,2789.22,2800.22,2733.33,10672498800.0,120873172676.0
2009-05-11,2808.14,2725.32,2839.61,2725.27,12536445200.0,140455749853.0
2009-05-12,2702.74,2788.56,2788.61,2699.95,8869594200.0,93421458334.0
2009-05-13,2792.42,2814.01,2822.71,2775.57,10711285600.0,123637957553.0
2009-05-14,2781.05,2792.6,2804.48,2757.55,8263932900.0,96156100934.0
2009-05-15,2800.57,2796.12,2815.46,2773.32,6493143100.0,74973035097.0
2009-05-18,2782.59,2810.57,2813.76,2740.92,7483578600.0,88479091592.0
2009-05-19,2836.34,2840.08,2849.63,2821.95,9770361700.0,116543189416.0
2009-05-20,2843.55,2812.86,2849.64,2812.6,8793921500.0,105146163717.0
2009-05-21,2795.83,2750.01,2808.29,2735.77,8553539400.0,102875828167.0
2009-05-22,2733.02,2740.68,2762.74,2719.12,6149901200.0,74407198653.0
2009-05-25,2684.21,2752.72,2761.39,2675.28,7409167100.0,91048816066.0
2009-05-26,2757.31,2719.76,2762.81,2718.55,7231601200.0,88894895681.0
2009-05-27,2734.42,2759.71,2768.57,2715.82,6797664500.0,78602246106.0
2009-06-01,2798.93,2858.34,2864.47,2798.93,10856488300.0,132967778067.0
2009-06-02,2878.53,2865.1,2892.78,2855.06,10833839700.0,130131778040.0
2009-06-03,2865.73,2939.39,2939.39,2864.71,11207331000.0,131606586444.0
2009-06-04,2924.27,2953.75,2961.04,2899.67,13012771000.0,153770741770.0
2009-06-05,2966.07,2939.31,2975.18,2937.18,10847632400.0,131347984386.0
2009-06-08,2937.64,2948.48,2978.23,2912.49,9611636600.0,114538935098.0
2009-06-09,2948.95,2960.56,2960.9,2892.72,9198988600.0,108747415613.0
2009-06-10,2972.42,2989.59,2995.7,2966.59,10179003900.0,116455490983.0
2009-06-11,2982.97,2961.63,3000.86,2951.27,8711599700.0,101890292029.0
2009-06-12,2955.57,2906.29,2976.86,2883.32,8006706700.0,92135559576.0
2009-06-15,2911.42,2966.19,2967.1,2898.07,7435209000.0,92689634822.0
2009-06-16,2936.51,2961.22,2979.41,2929.04,7017924200.0,89928387200.0
2009-06-17,2957.58,3010.59,3017.41,2930.49,7729311800.0,99945527361.0
2009-06-18,3014.44,3057.43,3061.75,3014.44,9628131600.0,122777117707.0
2009-06-19,3061.9,3080.0,3086.72,3047.27,10251806900.0,119434478996.0
2009-06-22,3106.39,3082.56,3116.16,3072.53,10395258300.0,122685100457.0
2009-06-23,3036.4,3083.89,3128.53,3028.45,11150673400.0,127094783710.0
2009-06-24,3079.49,3120.73,3121.21,3068.24,10942431300.0,132431167614.0
2009-06-25,3125.66,3117.92,3141.17,3103.87,8280688700.0,107706587875.0
2009-06-26,3126.23,3128.42,3137.08,3109.32,7050090800.0,88663497082.0
2009-06-29,3132.11,3179.97,3182.41,3122.16,8499707500.0,107539211987.0
2009-06-30,3191.64,3166.47,3195.72,3159.63,8678234700.0,118926140375.0
2009-07-01,3153.54,3237.9,3238.79,3150.65,9695056500.0,129830699673.0
2009-07-02,3248.2,3282.36,3285.09,3247.57,11298929400.0,152594570796.0
2009-07-03,3254.93,3327.14,3327.67,3249.11,10573259200.0,142531351824.0
2009-07-06,3333.1,3374.75,3378.05,3333.1,13526404900.0,175857353189.0
2009-07-07,3368.33,3340.49,3393.22,3327.35,12960079900.0,160450593377.0
2009-07-08,3306.43,3352.27,3368.07,3261.32,11386759200.0,147303052306.0
2009-07-09,3348.22,3396.3,3396.48,3334.68,11308152300.0,148249544332.0
2009-07-10,3398.91,3398.31,3428.03,3375.97,10617491200.0,140745850321.0
2009-07-13,3382.57,3361.01,3403.74,3358.52,9961965100.0,132301021218.0
2009-07-14,3375.87,3454.75,3454.75,3375.87,10752042500.0,143258163937.0
2009-07-15,3467.13,3493.3,3497.51,3467.13,13348300200.0,176773125049.0
2009-07-16,3516.78,3501.24,3543.02,3489.56,12931332900.0,178974318282.0
2009-07-17,3499.51,3519.81,3527.47,3482.87,10654970400.0,146140273258.0
2009-07-20,3532.52,3591.12,3594.87,3515.53,13646853900.0,189689538401.0
2009-07-21,3603.4,3539.83,3610.33,3533.16,13060096100.0,184934839282.0
2009-07-22,3532.63,3606.92,3607.37,3532.38,11523854600.0,168877710757.0
2009-07-23,3613.6,3651.97,3653.84,3596.36,11638160900.0,160980372868.0
2009-07-24,3672.21,3667.56,3687.49,3591.88,12797935200.0,182205122628.0
2009-07-27,3680.15,3743.63,3744.24,3669.51,13880804000.0,200824101964.0
2009-07-28,3745.55,3755.82,3756.78,3705.05,14626788500.0,210479421884.0
2009-07-29,3741.78,3558.51,3765.59,3453.64,16740612600.0,226560268677.0
2009-07-30,3587.05,3634.82,3656.92,3511.29,13496887900.0,185493784271.0
2009-07-31,3670.19,3734.62,3735.8,3635.55,13223983400.0,184431882907.0
2009-08-03,3754.22,3787.03,3789.93,3716.57,13641589900.0,198440898510.0
2009-08-04,3803.06,3786.61,3803.06,3712.43,14103573900.0,205134118106.0
2009-08-05,3781.4,3740.94,3789.13,3691.98,13344445300.0,194012131121.0
2009-08-06,3707.91,3663.12,3739.58,3602.57,11810152500.0,178406415790.0
2009-08-07,3655.46,3555.09,3686.54,3539.7,10057575100.0,148656081457.0
2009-08-10,3589.72,3544.54,3613.46,3485.36,8487068100.0,126564928658.0
2009-08-11,3558.64,3556.38,3569.15,3509.72,6449719700.0,95318920590.0
2009-08-12,3546.5,3397.4,3546.5,3390.36,9253538600.0,131867958961.0
2009-08-13,3398.89,3440.82,3448.86,3338.85,8708180000.0,123584066605.0
2009-08-14,3437.95,3344.46,3454.95,3334.73,8824862700.0,126573245767.0
2009-08-17,3283.44,3140.27,3319.8,3137.48,9172390200.0,121242721313.0
2009-08-18,3110.71,3171.99,3186.82,3083.2,7734303500.0,100691271214.0
2009-08-19,3178.28,3014.57,3183.01,2982.22,8160402000.0,104778744883.0
2009-08-20,3021.25,3144.39,3146.57,3021.25,7951921600.0,107656322586.0
2009-08-21,3135.37,3203.62,3221.17,3113.7,8661680500.0,113910783483.0
2009-08-24,3222.4,3229.6,3241.52,3178.86,8041406800.0,110907923668.0
2009-08-25,3210.85,3109.83,3210.85,3019.12,9753013900.0,128446120873.0
2009-08-26,3082.68,3172.39,3203.79,3065.46,8203640400.0,109792468845.0
2009-08-27,3149.57,3156.3,3212.27,3116.89,8012520100.0,103604608420.0
2009-08-28,3152.04,3046.78,3168.19,3030.73,8401794600.0,108787276883.0
2009-08-31,3003.54,2830.27,3003.54,2825.77,8451731100.0,105568316049.0
2009-09-01,2804.58,2843.7,2901.28,2795.49,7053530600.0,87743214169.0
2009-09-02,2824.64,2890.93,2904.79,2813.62,6084338600.0,76293192942.0
2009-09-03,2898.45,3051.96,3059.99,2892.65,9315744700.0,118821388280.0
2009-09-04,3055.35,3077.14,3099.39,3038.99,8698471500.0,116181665634.0
2009-09-07,3097.79,3104.21,3153.23,3078.13,8279074000.0,113813192654.0
2009-09-08,3084.2,3170.97,3170.97,3047.3,8396563400.0,117969333590.0
2009-09-09,3188.31,3194.91,3207.39,3143.74,9119115500.0,131813702373.0
2009-09-10,3179.19,3162.91,3204.12,3150.17,6656600700.0,91467422572.0
2009-09-11,3152.82,3238.13,3253.45,3152.69,8068966000.0,108989361370.0
2009-09-14,3248.35,3293.39,3298.91,3240.53,8739388300.0,117064809248.0
2009-09-15,3298.81,3302.64,3325.74,3264.95,8709217700.0,116411498836.0
2009-09-16,3290.39,3258.24,3296.94,3212.45,8824448100.0,123641482344.0
2009-09-17,3274.58,3320.1,3329.12,3274.58,9133340400.0,125325999692.0
2009-09-18,3325.06,3199.69,3330.43,3170.96,10048840400.0,131631978332.0
2009-09-21,3163.51,3208.6,3210.64,3090.61,7280197400.0,99685177047.0
2009-09-22,3196.01,3131.03,3237.22,3131.02,7342510100.0,101633736512.0
2009-09-23,3130.14,3060.07,3159.17,3041.41,6601371600.0,89049563859.0
2009-09-24,3041.82,3080.93,3122.05,2989.24,6515210200.0,86891307312.0
2009-09-25,3057.11,3058.53,3090.07,3028.41,4582049200.0,60733021040.0
2009-09-28,3066.37,2972.64,3088.08,2959.74,4191835200.0,54593201741.0
2009-09-29,2975.53,2972.29,2998.55,2923.93,4593235200.0,56674417416.0
2009-09-30,2992.98,3004.8,3033.74,2988.29,4218452400.0,54803607410.0
2009-10-09,3078.75,3163.71,3164.03,3071.27,5687104000.0,76061663011.0
2009-10-12,3181.58,3151.63,3193.59,3151.26,5896196000.0,81562328647.0
2009-10-13,3144.02,3198.52,3199.92,3140.5,5071370400.0,68577125621.0
2009-10-14,3209.07,3227.4,3276.55,3204.31,8097812000.0,111183227114.0
2009-10-15,3258.55,3239.64,3287.63,3227.09,6056201000.0,85391959068.0
2009-10-16,3250.1,3241.71,3268.43,3188.43,5563625500.0,78892050311.0
2009-10-19,3238.85,3329.16,3330.79,3231.81,7768314300.0,113841454115.0
2009-10-20,3355.36,3377.57,3379.63,3343.02,8942627800.0,128508372174.0
2009-10-21,3375.03,3369.28,3414.66,3358.55,8348894000.0,117445160682.0
2009-10-22,3364.14,3347.32,3381.14,3341.41,6093658300.0,87978516122.0
2009-10-23,3354.98,3413.25,3436.39,3354.98,8672542900.0,120908995107.0
2009-10-26,3421.7,3414.24,3432.89,3385.44,6844252400.0,97800974844.0
2009-10-27,3384.29,3314.72,3392.1,3314.32,7420955100.0,105228807264.0
2009-10-28,3303.77,3329.33,3337.17,3258.27,6259484900.0,86228533019.0
2009-10-29,3265.19,3247.05,3291.18,3239.01,6130535400.0,84414939041.0
2009-10-30,3305.38,3280.37,3329.54,3276.32,6064706200.0,84226415461.0
2009-11-02,3205.84,3392.8,3394.72,3198.31,8198115800.0,110679455347.0
2009-11-03,3402.53,3435.43,3447.48,3397.26,8379109800.0,115935434869.0
2009-11-04,3443.52,3453.89,3476.34,3415.22,8606527300.0,117780698755.0
2009-11-05,3458.86,3464.32,3471.83,3432.26,8064778400.0,103539079575.0
2009-11-06,3491.07,3483.02,3506.03,3474.36,9219031500.0,124138421517.0
2009-11-09,3487.11,3495.79,3495.89,3452.61,7805090400.0,108916000934.0
2009-11-10,3520.39,3503.78,3532.19,3501.5,8430098700.0,116073645890.0
2009-11-11,3500.59,3495.67,3514.83,3468.86,7262632100.0,100494402438.0
2009-11-12,3506.95,3499.99,3529.06,3487.68,7996266100.0,106569499622.0
2009-11-13,3489.54,3518.72,3518.89,3445.36,9121017100.0,122356578945.0
2009-11-16,3541.05,3625.8,3625.89,3541.05,12315732300.0,170544813035.0
2009-11-17,3644.96,3628.35,3649.42,3619.99,9739136800.0,135058674684.0
2009-11-18,3633.85,3630.23,3652.81,3612.79,8922628300.0,119034890321.0
2009-11-19,3638.07,3642.44,3653.9,3604.61,9494009500.0,125514316335.0
2009-11-20,3630.58,3631.01,3658.21,3597.31,9475075100.0,127585253384.0
2009-11-23,3636.53,3665.51,3666.27,3628.2,9399094100.0,135750450821.0
2009-11-24,3680.75,3548.08,3698.13,3538.86,14756682200.0,203721992217.0
2009-11-25,3541.51,3629.63,3630.3,3508.06,11460232900.0,157030857712.0
2009-11-26,3635.79,3485.77,3646.61,3472.95,12788237900.0,180809383854.0
2009-11-27,3440.34,3382.51,3480.93,3367.29,8929468800.0,125775998834.0
