,open,close,high,low,volume,money
2007-02-09,2412.64,2397.24,2417.64,2376.02,5551553200.0,51302933998.0
2007-02-12,2397.85,2485.39,2485.76,2396.79,5499232000.0,51709436972.0
2007-02-13,2498.34,2522.63,2526.23,2489.66,5152886200.0,48227864862.0
2007-02-14,2527.56,2588.35,2594.66,2520.53,6277727900.0,58462267865.0
2007-02-15,2607.63,2668.63,2669.18,2607.63,7163132900.0,67415688269.0
2007-02-16,2692.67,2676.74,2717.57,2660.49,7590878500.0,71597577014.0
2007-02-26,2679.26,2707.68,2710.3,2641.12,7453156000.0,70981612303.0
2007-02-27,2717.81,2457.49,2719.52,2454.92,10773680700.0,101102755625.0
2007-02-28,2413.42,2544.57,2554.23,2413.33,8282257100.0,77148246135.0
2007-03-01,2550.26,2473.54,2550.33,2439.5,8215965500.0,74299578237.0
2007-03-02,2468.67,2508.73,2523.86,2455.82,5794680500.0,54222099462.0
2007-03-05,2503.82,2475.61,2541.82,2409.72,6851748800.0,63071754494.0
2007-03-06,2467.74,2520.29,2539.45,2452.14,5263315300.0,50261314068.0
2007-03-07,2532.97,2589.44,2594.46,2532.15,5972094900.0,57623239829.0
2007-03-08,2597.72,2627.63,2628.45,2565.11,5538655900.0,53907621543.0
2007-03-09,2632.8,2611.39,2643.81,2587.49,7041132600.0,67933045137.0
2007-03-12,2612.96,2616.17,2619.5,2563.37,6246892100.0,60438197476.0
2007-03-13,2620.72,2640.17,2641.63,2605.23,6578890800.0,62061191754.0
2007-03-14,2609.93,2597.36,2625.12,2546.65,6895208800.0,66581939459.0
2007-03-15,2595.54,2645.55,2645.88,2595.54,6377848900.0,63266778524.0
2007-03-16,2656.01,2604.23,2665.39,2576.32,7533185000.0,74777024467.0
2007-03-19,2533.71,2659.41,2674.8,2523.3,7398356600.0,72943661095.0
2007-03-20,2669.64,2672.77,2674.47,2645.25,6124972600.0,61741482419.0
2007-03-21,2685.93,2702.6,2703.0,2666.89,6461295700.0,68369315608.0
2007-03-22,2720.46,2711.32,2740.28,2702.41,8330807400.0,86036277732.0
2007-03-23,2710.36,2716.27,2726.62,2653.79,7391191900.0,76304490420.0
2007-03-26,2725.4,2764.03,2764.4,2713.93,7607477300.0,77796101199.0
2007-03-27,2770.35,2784.02,2789.97,2753.02,8072512700.0,84018394699.0
2007-03-28,2787.24,2797.65,2806.08,2689.11,11220997000.0,112146081864.0
2007-03-29,2802.38,2783.3,2830.08,2782.93,10656723900.0,113233436267.0
2007-03-30,2768.71,2781.78,2801.95,2753.15,6295070600.0,66536969255.0
2007-04-02,2793.96,2850.11,2850.15,2793.96,6924788300.0,76680507856.0
2007-04-03,2861.9,2888.11,2888.33,2852.57,7701449500.0,87091853081.0
2007-04-04,2893.38,2911.82,2924.68,2875.68,7550665800.0,88456071223.0
2007-04-05,2909.5,2945.05,2950.66,2895.42,7413899100.0,85195598382.0
2007-04-06,2921.73,2972.01,2977.46,2911.05,7910232800.0,93049572083.0
2007-04-09,2988.38,3038.17,3043.06,2988.38,9090170500.0,106218793512.0
2007-04-10,3053.36,3081.57,3081.62,2993.11,10088834200.0,119702215987.0
2007-04-11,3092.09,3121.32,3121.54,3059.28,10166993500.0,124218923127.0
2007-04-12,3129.25,3176.44,3176.69,3114.91,9253518600.0,118434112266.0
2007-04-13,3182.78,3169.23,3211.61,3154.11,10065311600.0,129728360741.0
2007-04-16,3177.3,3256.0,3256.57,3177.29,8792894000.0,112706594206.0
2007-04-17,3273.43,3283.6,3288.17,3182.95,10530710500.0,133823425844.0
2007-04-18,3294.21,3304.5,3311.98,3244.93,10142670700.0,129242252479.0
2007-04-19,3297.95,3150.3,3297.95,3065.28,11527000900.0,143830321586.0
2007-04-20,3165.67,3289.28,3297.41,3165.67,9446986900.0,118620474966.0
2007-04-23,3330.8,3431.32,3433.52,3330.8,10995899100.0,137583437710.0
2007-04-24,3462.48,3445.2,3490.81,3418.3,11464300600.0,149412298461.0
2007-04-25,3432.02,3448.28,3467.83,3376.08,10058066900.0,129089171524.0
2007-04-26,3465.11,3493.58,3493.91,3438.88,7899769000.0,107807045971.0
2007-04-27,3499.94,3470.52,3503.89,3436.0,8069863600.0,113722809802.0
2007-04-30,3487.36,3558.71,3568.68,3478.93,9430286400.0,138081371497.0
2007-05-08,3643.81,3686.03,3699.37,3618.78,10678873200.0,153677419723.0
2007-05-09,3699.3,3701.28,3717.34,3556.61,14064835800.0,189060473164.0
2007-05-10,3703.53,3724.51,3742.23,3671.81,11541992200.0,153159215466.0
2007-05-11,3696.29,3702.61,3715.37,3629.71,8896176100.0,133773914663.0
2007-05-14,3648.27,3734.42,3769.16,3620.86,9109804900.0,137156727352.0
2007-05-15,3739.05,3604.64,3751.64,3600.21,9357856800.0,138220188526.0
2007-05-16,3598.0,3700.29,3700.65,3557.2,8622926800.0,126693808241.0
2007-05-17,3716.44,3778.61,3794.16,3705.28,9025647800.0,135459100312.0
2007-05-18,3771.27,3776.63,3805.21,3746.24,8241889800.0,120741772539.0
2007-05-21,3650.8,3831.44,3843.84,3643.08,9847865000.0,145129793994.0
2007-05-22,3849.04,3870.49,3893.19,3849.04,10961818400.0,161323370263.0
2007-05-23,3879.76,3938.95,3939.49,3853.91,9852317100.0,147494467235.0
2007-05-24,3953.89,3919.75,3972.58,3858.51,11381426400.0,172374226755.0
2007-05-25,3907.73,3985.25,3996.85,3888.31,9541661500.0,150809050028.0
2007-05-28,4033.92,4072.58,4091.93,4027.36,11404185100.0,183212932635.0
2007-05-29,4090.9,4168.29,4168.53,4079.87,11326722700.0,179476688188.0
2007-05-30,3906.04,3886.46,4104.2,3849.7,13273914000.0,210318902841.0
2007-05-31,3828.92,3927.95,3991.73,3683.56,12607824800.0,193671975961.0
2007-06-01,3953.1,3803.95,4014.15,3780.03,11993793900.0,193980269332.0
2007-06-04,3804.96,3511.43,3822.41,3503.94,9053101900.0,131296201550.0
2007-06-05,3407.0,3634.63,3635.15,3246.73,11376803800.0,150764921394.0
2007-06-06,3652.89,3677.58,3712.53,3550.74,9595151000.0,135938464230.0
2007-06-07,3694.55,3802.3,3802.3,3684.46,9419058100.0,137228579079.0
2007-06-08,3814.18,3837.87,3861.21,3769.15,8907474200.0,136650655463.0
2007-06-11,3876.07,3931.86,3937.79,3870.23,9098227700.0,140519100272.0
2007-06-12,3953.96,4036.11,4036.36,3834.02,9938977400.0,158102391031.0
2007-06-13,4071.74,4118.27,4146.52,4064.15,10945294500.0,165908854362.0
2007-06-14,4103.52,4075.82,4132.0,4022.78,8660918000.0,133792269965.0
2007-06-15,4043.11,4099.38,4115.73,4025.1,6877960000.0,109234266882.0
2007-06-18,4178.76,4227.57,4246.4,4177.19,8787291300.0,141848326711.0
2007-06-19,4227.59,4253.0,4254.72,4186.18,8154047100.0,130523272510.0
2007-06-20,4268.65,4157.6,4292.2,4138.33,8686301500.0,141060757569.0
2007-06-21,4140.69,4197.28,4208.87,4110.96,7373947100.0,121783095857.0
2007-06-22,4203.13,4051.43,4220.92,3970.35,7955237400.0,127747673843.0
2007-06-25,4066.45,3877.59,4105.99,3850.84,7003104400.0,113432698719.0
2007-06-26,3804.41,3928.21,3929.37,3752.93,5888511400.0,87867741985.0
2007-06-27,3946.88,4040.48,4053.41,3912.2,6529052000.0,102131620083.0
2007-06-28,4038.38,3858.52,4067.81,3857.85,6685798000.0,98372047260.0
2007-06-29,3769.33,3764.08,3867.75,3718.16,5892087000.0,88527586075.0
2007-07-02,3746.18,3757.66,3801.9,3644.19,4974731000.0,71995865464.0
2007-07-03,3782.78,3832.23,3835.29,3744.01,4640912600.0,68887494467.0
2007-07-04,3840.41,3743.58,3848.08,3727.56,3823371600.0,59055648042.0
2007-07-05,3688.31,3537.43,3706.6,3535.04,4322552700.0,61324055987.0
2007-07-06,3517.6,3710.28,3712.74,3475.27,5136651200.0,71894989944.0
2007-07-09,3743.87,3821.3,3840.99,3722.23,5407311300.0,79270989350.0
2007-07-10,3832.76,3775.62,3852.93,3764.25,5190786800.0,77184567956.0
2007-07-11,3751.49,3789.87,3797.81,3732.29,3362890700.0,51532285679.0
2007-07-12,3799.18,3816.92,3839.21,3780.03,3136811900.0,45968043226.0
2007-07-13,3825.03,3820.12,3829.68,3773.93,2689324200.0,38615513802.0
2007-07-16,3824.91,3697.97,3830.37,3697.22,2993185700.0,44462951258.0
2007-07-17,3684.34,3789.65,3812.25,3650.25,3255385000.0,50158226605.0
2007-07-18,3776.94,3807.57,3861.51,3756.7,4597582300.0,69467831664.0
2007-07-19,3796.91,3807.0,3836.39,3778.51,3025846700.0,45728488495.0
2007-07-20,3808.08,3971.88,3971.89,3808.08,5527112100.0,81556214966.0
2007-07-23,4009.06,4156.72,4157.39,4009.06,8527618600.0,125824176741.0
2007-07-24,4187.33,4161.35,4241.58,4143.59,7609073500.0,112024884957.0
2007-07-25,4163.36,4255.46,4256.05,4163.35,6459776600.0,101771761398.0
2007-07-26,4282.68,4303.19,4325.93,4244.08,6549024300.0,103986605581.0
2007-07-27,4277.55,4307.14,4318.34,4225.03,6502110900.0,105910068484.0
2007-07-30,4305.18,4410.3,4426.31,4303.73,7544158300.0,121083501332.0
2007-07-31,4402.52,4460.56,4467.65,4359.59,7137504200.0,118858591415.0
2007-08-01,4479.3,4290.48,4496.25,4271.06,7936166500.0,128911216769.0
2007-08-02,4311.6,4436.19,4449.4,4303.98,6288753800.0,108357964805.0
2007-08-03,4472.89,4598.38,4599.25,4472.89,7819047300.0,141287524336.0
2007-08-06,4642.78,4703.98,4704.19,4623.49,7616427100.0,136599019538.0
2007-08-07,4715.39,4724.55,4771.58,4634.87,8384713300.0,154638115713.0
2007-08-08,4680.07,4668.09,4741.45,4579.4,8898800100.0,135476625298.0
2007-08-09,4666.42,4777.29,4779.14,4666.2,7202578600.0,117191335497.0
2007-08-10,4765.85,4726.68,4771.61,4631.04,7496288100.0,123598269748.0
2007-08-13,4724.52,4721.19,4767.08,4663.2,8576316700.0,137189538115.0
2007-08-14,4721.45,4795.57,4803.57,4704.15,6115791100.0,105536840149.0
2007-08-15,4804.68,4798.75,4836.59,4697.97,6346642700.0,109902913351.0
2007-08-16,4772.36,4721.94,4772.97,4665.21,6359479400.0,110214697826.0
2007-08-17,4694.2,4626.58,4774.99,4616.97,6365212000.0,111565219727.0
2007-08-20,4749.2,4885.43,4885.84,4747.27,6781220400.0,119259346490.0
2007-08-21,4915.52,4972.71,4995.53,4909.84,7444059300.0,132902401512.0
2007-08-22,4899.93,5051.69,5075.89,4887.14,7402892500.0,138722276010.0
2007-08-23,5075.51,5135.93,5154.85,5028.12,6805188200.0,130873214318.0
2007-08-24,5161.15,5217.58,5231.15,5158.03,7376987500.0,134546099482.0
2007-08-27,5250.62,5243.15,5296.57,5191.28,8263145400.0,149375480466.0
2007-08-28,5220.64,5251.77,5270.3,5136.61,7506678900.0,140419665162.0
2007-08-29,5215.65,5171.82,5283.33,5138.34,7292945600.0,138983549273.0
2007-08-30,5193.73,5241.23,5247.57,5176.0,6729849000.0,123820181450.0
2007-08-31,5255.09,5296.81,5307.42,5219.99,6678035700.0,122862402252.0
2007-09-03,5335.05,5419.17,5433.74,5335.05,8284916600.0,149612423441.0
2007-09-04,5421.25,5360.33,5429.21,5333.49,7991483200.0,147686666917.0
2007-09-05,5357.55,5363.25,5389.32,5265.06,6536490200.0,122740698495.0
2007-09-06,5389.49,5412.04,5448.84,5365.5,7060857400.0,128581017849.0
2007-09-07,5382.91,5294.8,5402.72,5284.65,7929888000.0,145930428783.0
2007-09-10,5226.74,5377.22,5380.46,5182.1,6509567200.0,116768981158.0
2007-09-11,5384.56,5124.09,5414.0,5104.35,6880669000.0,127249654110.0
2007-09-12,5102.58,5202.86,5212.65,5059.46,6157225300.0,113773908567.0
2007-09-13,5230.65,5349.97,5351.57,5212.03,5974692900.0,118934715196.0
2007-09-14,5362.47,5397.28,5405.85,5274.22,6029562600.0,118739158220.0
2007-09-17,5389.5,5498.91,5504.77,5387.68,6940313200.0,131402296810.0
2007-09-18,5524.1,5476.84,5533.53,5405.18,7162181000.0,140263032451.0
2007-09-19,5487.38,5419.27,5498.59,5385.42,5588006500.0,110132780632.0
2007-09-20,5436.64,5494.91,5501.4,5430.31,5671213600.0,113725795104.0
2007-09-21,5508.51,5468.1,5516.11,5357.5,6110635600.0,121125874981.0
2007-09-24,5481.38,5513.9,5541.13,5400.68,5418481700.0,116678459265.0
2007-09-25,5524.02,5454.61,5540.87,5423.52,4532623000.0,95494833346.0
2007-09-26,5433.63,5361.02,5489.86,5338.31,3917115600.0,84077769516.0
2007-09-27,5364.53,5427.66,5429.05,5338.04,3375905600.0,71569513515.0
2007-09-28,5479.85,5580.81,5590.85,5479.85,4851462000.0,104224265195.0
2007-10-08,5703.28,5653.14,5715.91,5617.1,6644970300.0,128709142343.0
2007-10-09,5638.63,5675.93,5682.97,5582.77,5363349000.0,107594055433.0
2007-10-10,5694.99,5685.76,5776.21,5653.79,6399445500.0,128506102704.0
2007-10-11,5695.13,5760.08,5761.22,5650.1,6514110100.0,137428901787.0
2007-10-12,5777.9,5737.22,5796.28,5485.56,7800106400.0,160588747295.0
2007-10-15,5761.87,5821.45,5824.98,5690.07,7068211100.0,155052082135.0
2007-10-16,5851.54,5877.2,5885.48,5815.61,6469204900.0,135092342876.0
2007-10-17,5862.38,5824.12,5891.72,5797.61,4886976800.0,108328401236.0
2007-10-18,5813.24,5615.75,5813.24,5593.99,4859563000.0,106494804569.0
2007-10-19,5651.03,5614.06,5711.5,5563.78,3846645700.0,84971542142.0
2007-10-22,5543.79,5472.68,5594.5,5465.85,3586749900.0,74730406208.0
2007-10-23,5467.83,5540.09,5541.96,5373.05,4189680000.0,90014313511.0
2007-10-24,5564.48,5588.01,5644.97,5553.33,4466123800.0,99449964402.0
2007-10-25,5549.66,5333.79,5556.55,5312.85,5082170600.0,103890714029.0
2007-10-26,5279.1,5394.81,5428.58,5266.37,3589596500.0,77283751807.0
2007-10-29,5428.68,5508.36,5509.35,5428.68,3523397700.0,72353863135.0
2007-10-30,5529.97,5596.07,5597.27,5467.52,3919392100.0,79727986835.0
2007-10-31,5663.76,5688.54,5691.86,5590.54,5032946900.0,103782288703.0
2007-11-01,5701.49,5605.23,5702.21,5604.79,4661247900.0,96342741683.0
2007-11-02,5514.85,5472.93,5565.66,5448.99,4328950000.0,93671082512.0
2007-11-05,5438.81,5360.31,5494.62,5333.38,3369501800.0,74190195900.0
2007-11-06,5331.31,5317.55,5406.1,5295.8,2705785400.0,56491531386.0
2007-11-07,5348.56,5350.63,5388.64,5231.61,3006134900.0,59639210961.0
2007-11-08,5321.86,5093.67,5321.86,5090.96,3605489300.0,72978743527.0
2007-11-09,5042.76,5040.52,5129.11,4962.3,3458382600.0,67968651438.0
2007-11-12,4916.82,4978.25,5018.11,4795.43,3841392200.0,75901043266.0
2007-11-13,5024.52,4939.24,5082.64,4866.16,3686207900.0,74714823662.0
2007-11-14,5013.78,5145.89,5147.01,4924.82,3523154200.0,73449657338.0
2007-11-15,5129.81,5081.11,5170.97,5069.52,3175946400.0,66609044829.0
2007-11-16,4999.84,5007.66,5021.71,4917.49,2331099100.0,47079247224.0
2007-11-19,5017.4,4994.42,5033.95,4968.73,2554810100.0,48969993127.0
2007-11-20,4964.56,5069.38,5099.52,4916.47,3356271400.0,66536134961.0
2007-11-21,5087.25,4997.62,5135.25,4993.29,2680312200.0,53059452232.0
2007-11-22,4902.63,4772.62,4949.34,4759.91,2650771600.0,53714123123.0
2007-11-23,4733.36,4856.16,4857.05,4711.79,2014630500.0,41174112142.0
2007-11-26,4931.6,4800.08,4954.18,4795.35,2362227600.0,48427046818.0
2007-11-27,4759.01,4711.15,4806.83,4708.8,2088684000.0,44831910258.0
2007-11-28,4724.47,4648.75,4760.66,4619.51,2248236800.0,45167305963.0
2007-11-29,4708.38,4842.07,4847.58,4637.48,3687299000.0,72895752103.0
2007-11-30,4841.08,4737.41,4841.08,4723.79,2938369600.0,57402977557.0
2007-12-03,4714.92,4772.67,4809.27,4689.52,2225593400.0,43698299024.0
2007-12-04,4786.64,4829.21,4886.58,4786.64,2264359200.0,43927028873.0
2007-12-05,4829.95,4965.95,4970.17,4815.61,3176916500.0,61090180313.0
2007-12-06,4986.25,4971.06,4999.93,4928.13,2371159100.0,47436272917.0
2007-12-07,4979.84,5041.35,5041.78,4977.87,2719822300.0,50380400719.0
2007-12-10,4961.67,5133.56,5138.69,4944.83,4278069100.0,82898155954.0
2007-12-11,5162.09,5140.0,5181.41,5068.03,4058645700.0,82034387462.0
2007-12-12,5108.58,5077.39,5130.72,5033.72,3982825100.0,83753500021.0
2007-12-13,5051.78,4884.3,5067.39,4881.34,3681959000.0,77125151925.0
2007-12-14,4827.39,4977.65,4979.19,4800.24,3072792500.0,61162569184.0
2007-12-17,4976.24,4857.29,4977.57,4855.17,3701452200.0,76935382730.0
2007-12-18,4827.26,4829.91,4882.99,4799.0,2293007600.0,47447352486.0
2007-12-19,4877.77,4946.28,4961.59,4865.35,3210185800.0,60379853503.0
2007-12-20,4968.03,5037.19,5048.06,4935.4,3131991700.0,59927497294.0
2007-12-21,5016.46,5101.85,5103.77,5014.7,3725149400.0,73549811301.0
2007-12-24,5142.16,5207.13,5239.22,5129.6,5031996700.0,103969755944.0
2007-12-25,5217.56,5216.81,5244.03,5180.59,3897370500.0,79333659585.0
2007-12-26,5231.97,5265.03,5273.14,5194.74,4146811500.0,83694909415.0
2007-12-27,5286.98,5367.53,5367.53,5260.1,5234501800.0,109216836244.0
2007-12-28,5379.52,5338.27,5391.66,5323.82,4536141500.0,95056654641.0
2008-01-02,5349.76,5385.1,5404.93,5283.45,4566871000.0,98886433471.0
2008-01-03,5381.15,5422.03,5422.67,5315.95,6464587800.0,135983354875.0
2008-01-04,5430.63,5483.65,5499.09,5422.46,5174642000.0,118866230641.0
2008-01-07,5480.44,5556.59,5569.15,5455.5,5348540900.0,123189549972.0
2008-01-08,5575.95,5528.05,5630.62,5485.23,6489950100.0,147975753744.0
2008-01-09,5507.12,5613.76,5614.68,5490.31,4679687200.0,108368103243.0
2008-01-10,5631.65,5672.15,5707.67,5602.59,6422989300.0,144316455605.0
2008-01-11,5688.56,5699.15,5702.57,5629.64,5616707900.0,122241534840.0
2008-01-14,5717.52,5731.76,5756.92,5679.29,4984601000.0,109356397974.0
2008-01-15,5743.43,5696.45,5754.11,5652.04,5088660800.0,119673141932.0
2008-01-16,5642.57,5505.72,5642.57,5498.39,5577446900.0,126634977042.0
2008-01-17,5445.8,5365.62,5533.65,5226.64,6193693300.0,136052424646.0
2008-01-18,5358.18,5414.47,5419.57,5307.5,4391300500.0,95080872876.0
2008-01-21,5424.64,5145.73,5434.35,5122.46,4783361700.0,101540050167.0
2008-01-22,5015.43,4753.87,5032.24,4708.39,6077269200.0,126029341672.0
2008-01-23,4787.17,4975.11,4976.27,4751.5,5577638500.0,111006127504.0
2008-01-24,5034.53,5027.21,5079.8,4926.37,5660598700.0,114169075408.0
2008-01-25,5022.9,5077.43,5121.41,4966.52,4714210800.0,100680076889.0
2008-01-28,5038.51,4731.88,5038.51,4711.28,4142528300.0,81460742897.0
2008-01-29,4742.9,4762.08,4845.66,4688.73,2906225600.0,58040616586.0
2008-01-30,4817.16,4710.65,4858.1,4606.14,3409897600.0,72219233312.0
2008-01-31,4693.61,4620.4,4733.7,4614.28,3085258000.0,64311666805.0
2008-02-01,4623.62,4571.94,4660.99,4414.12,3512552800.0,67941469336.0
2008-02-04,4695.55,4950.12,4951.25,4695.55,4095314500.0,85660385508.0
2008-02-05,4942.88,4921.83,4995.57,4878.12,3279635600.0,70626096586.0
2008-02-13,4858.81,4816.08,4883.24,4785.8,2147565900.0,43271699299.0
2008-02-14,4858.85,4880.25,4913.32,4842.85,1983778900.0,40152820965.0
2008-02-15,4846.02,4813.31,4846.02,4742.1,2426260100.0,47298764901.0
2008-02-18,4875.22,4910.99,4944.88,4845.31,3059007800.0,61844630483.0
2008-02-19,4926.84,5020.75,5020.75,4885.69,3617696500.0,74207768895.0
2008-02-20,5032.78,4908.72,5062.26,4901.66,3955772200.0,84980855908.0
2008-02-21,4878.57,4876.03,4924.45,4796.1,3340361600.0,67932116459.0
2008-02-22,4850.88,4702.24,4850.88,4649.81,3791862700.0,77110349593.0
2008-02-25,4704.32,4519.78,4722.64,4510.69,3365200100.0,65323658083.0
2008-02-26,4637.6,4515.53,4668.83,4394.59,3327639000.0,67625962769.0
2008-02-27,4543.1,4639.77,4660.41,4500.89,2959239300.0,60311456890.0
2008-02-28,4651.16,4622.06,4670.17,4582.82,2539817100.0,50332555405.0
2008-02-29,4616.24,4674.55,4683.16,4597.63,2335085800.0,47275050938.0
2008-03-03,4648.73,4790.74,4803.9,4611.7,3925841100.0,79684960724.0
2008-03-04,4813.4,4671.15,4836.66,4657.38,4512977700.0,88557686654.0
2008-03-05,4650.52,4628.72,4689.97,4519.74,3941799300.0,73479598041.0
2008-03-06,4645.07,4685.03,4746.58,4592.62,4440226800.0,85710623021.0
2008-03-07,4641.76,4621.69,4693.21,4597.01,2869094500.0,60552444836.0
2008-03-10,4588.73,4431.59,4588.77,4406.23,3178035500.0,61147375746.0
2008-03-11,4393.28,4441.18,4441.18,4315.18,2627659200.0,52344309140.0
2008-03-12,4534.81,4309.65,4553.34,4308.35,2714564400.0,55702634312.0
2008-03-13,4266.27,4198.96,4296.36,4121.27,3445130700.0,65769466347.0
2008-03-14,4179.44,4157.87,4212.41,4092.79,2342788500.0,45564248765.0
2008-03-17,4138.88,3965.28,4138.88,3958.29,2818096100.0,52376089129.0
2008-03-18,3924.87,3763.95,3996.96,3700.35,3452375100.0,58459478155.0
2008-03-19,3837.6,3888.86,3954.47,3776.3,3789847700.0,68823708412.0
2008-03-20,3833.2,4001.83,4044.69,3658.04,4621294400.0,82432595360.0
2008-03-21,3998.2,4037.83,4083.16,3958.97,4261516300.0,74985408749.0
2008-03-24,4086.07,3857.09,4103.57,3857.09,3584243800.0,63943570220.0
2008-03-25,3780.46,3905.77,3937.67,3747.02,3224586300.0,58292419115.0
2008-03-26,3926.86,3914.37,4001.55,3888.02,2803676300.0,52026059303.0
2008-03-27,3847.44,3748.92,3873.61,3745.88,3200066800.0,55151411007.0
2008-03-28,3712.98,3918.16,3925.86,3661.38,4209677700.0,72726088760.0
2008-03-31,3802.21,3790.53,3891.66,3780.12,2944084100.0,51166599954.0
2008-04-01,3776.27,3582.86,3815.16,3566.21,3530346200.0,58962080537.0
2008-04-02,3621.39,3547.98,3698.53,3493.18,4276588400.0,70102758265.0
2008-04-03,3518.22,3650.7,3665.65,3457.62,3298949300.0,54233901216.0
2008-04-07,3611.96,3845.82,3854.07,3578.38,4048498200.0,70525926871.0
2008-04-08,3852.01,3891.06,3935.33,3820.1,4406792200.0,76485916343.0
2008-04-09,3857.28,3688.13,3911.7,3687.6,3899716800.0,64555767429.0
2008-04-10,3641.66,3754.72,3754.72,3608.32,2880439600.0,47152258251.0
2008-04-11,3794.3,3783.73,3825.3,3755.01,2632859000.0,44418993019.0
2008-04-14,3699.14,3536.33,3710.79,3525.18,3342704600.0,54637417005.0
2008-04-15,3513.07,3583.3,3583.86,3417.25,3065688600.0,48997126630.0
2008-04-16,3573.66,3494.02,3583.81,3483.18,2652812000.0,42087715038.0
2008-04-17,3493.24,3386.63,3559.1,3340.88,2953061800.0,46829953187.0
2008-04-18,3356.56,3272.5,3390.55,3248.53,2788816200.0,42184118932.0
2008-04-21,3516.43,3267.55,3516.43,3223.89,4136230700.0,64657686523.0
2008-04-22,3207.88,3296.28,3301.55,3122.39,3253796900.0,47706441787.0
2008-04-23,3267.36,3453.73,3467.43,3245.3,4427255300.0,67718617064.0
2008-04-24,3739.32,3774.5,3781.48,3659.73,9657489600.0,149394569187.0
2008-04-25,3781.91,3803.07,3915.84,3737.98,8481449100.0,147098326810.0
2008-04-28,3740.95,3729.15,3791.77,3711.18,4883123500.0,85070654687.0
2008-04-29,3704.93,3776.94,3797.53,3702.02,4454044000.0,78895825483.0
2008-04-30,3793.85,3959.12,3970.57,3793.85,6990977700.0,122637220696.0
2008-05-05,4015.21,4055.78,4061.47,3972.56,6253407300.0,111004387244.0
2008-05-06,4021.07,4010.89,4075.57,3961.34,5845928000.0,106198405592.0
2008-05-07,3986.13,3821.32,4042.41,3821.11,5445770600.0,98465318595.0
2008-05-08,3774.04,3925.04,3926.0,3761.28,4405566800.0,77839103296.0
2008-05-09,3960.89,3878.92,3973.06,3806.52,5365592900.0,96377859470.0
2008-05-12,3804.99,3904.92,3952.79,3766.58,4538266000.0,81691485405.0
2008-05-13,3786.53,3851.69,3923.17,3778.72,5033801200.0,79847321451.0
2008-05-14,3843.47,3975.78,3975.8,3843.47,5060690100.0,85230874948.0
2008-05-15,4006.66,3948.09,4038.85,3948.06,5077297500.0,81795877187.0
2008-05-16,3948.03,3936.12,3982.22,3882.89,3972175200.0,66279363920.0
2008-05-19,3926.31,3914.07,3936.28,3865.5,2970958100.0,49755651499.0
2008-05-20,3911.1,3710.82,3946.44,3698.55,3970262900.0,64572032482.0
2008-05-21,3668.18,3783.05,3801.07,3591.57,4359616200.0,69179112266.0
2008-05-22,3732.64,3711.44,3783.85,3704.16,4074271700.0,66281212014.0
2008-05-23,3697.89,3675.15,3741.06,3629.01,3344043100.0,52530762851.0
2008-05-26,3643.01,3559.22,3643.01,3555.76,2818019000.0,45524374429.0
2008-05-27,3549.99,3576.2,3594.66,3533.47,2476269300.0,39856280158.0
2008-05-28,3583.28,3676.23,3698.0,3561.73,3103491400.0,49994772624.0
2008-05-29,3666.2,3580.87,3677.02,3578.73,2942274000.0,46589022223.0
2008-05-30,3585.61,3611.33,3620.22,3552.66,2859084700.0,46886682679.0
2008-06-02,3600.23,3625.83,3650.48,3580.58,2825335800.0,41966896768.0
2008-06-03,3624.57,3614.11,3641.43,3585.12,3473514100.0,48796407585.0
2008-06-04,3601.54,3546.92,3605.06,3513.64,2941765300.0,42963714390.0
2008-06-05,3529.98,3512.14,3542.24,3487.79,2398927900.0,36565913535.0
2008-06-06,3519.12,3489.5,3532.3,3470.56,2094422900.0,30298595287.0
2008-06-10,3344.45,3206.56,3352.32,3188.8,3294996100.0,45818267251.0
2008-06-11,3155.94,3140.3,3181.82,3097.39,2940973500.0,40596532584.0
2008-06-12,3123.64,3084.63,3148.74,3022.88,3145410900.0,42817386727.0
2008-06-13,3087.34,2979.12,3108.99,2975.66,2531983700.0,33193994622.0
2008-06-16,2981.09,2952.24,3012.99,2900.07,2681379400.0,33731835264.0
2008-06-17,2950.4,2842.68,2977.89,2820.64,2646377800.0,32031255853.0
2008-06-18,2820.24,2991.27,3007.18,2759.11,4256009500.0,52826656390.0
2008-06-19,2967.4,2773.08,2967.4,2768.22,3631903900.0,45264911721.0
2008-06-20,2795.47,2849.67,2946.94,2691.87,5167590500.0,65259567858.0
2008-06-23,2798.43,2789.94,2845.48,2771.36,2663149300.0,32382379598.0
2008-06-24,2775.69,2851.91,2865.9,2770.99,3179245600.0,38885761934.0
2008-06-25,2844.92,2969.54,2973.17,2834.95,4242526100.0,51619342913.0
2008-06-26,2964.52,2980.91,3010.28,2922.79,4259931200.0,52508562502.0
2008-06-27,2886.18,2816.02,2899.84,2787.25,4088655600.0,49324841031.0
2008-06-30,2782.84,2791.82,2834.27,2747.61,2529540600.0,31502446060.0
2008-07-01,2799.2,2698.35,2809.38,2690.18,2885158500.0,35242551782.0
2008-07-02,2702.63,2699.6,2745.94,2670.06,2791636500.0,35126248114.0
2008-07-03,2654.48,2760.61,2807.68,2617.26,4566030500.0,58808144277.0
2008-07-04,2751.21,2741.85,2783.85,2716.02,3790501000.0,47363589936.0
2008-07-07,2747.61,2882.76,2890.99,2747.61,5273202400.0,63284782084.0
